,Item_Identifier,Item_Weight,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Item_Outlet_Sales,Item_Fat_Content_0,Item_Fat_Content_1,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Type_Combined_0,Item_Type_Combined_1,Item_Type_Combined_2
13526,FDL25,6.92,0.130900158,Breakfast,91.2804,OUT035,2004,1794.331,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
13527,FDC50,15.85,0.136710131,Canned,94.1094,OUT049,1999,1794.331,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
13528,FDZ32,7.785,0.038192036,Fruits and Vegetables,106.5964,OUT049,1999,1794.331,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
13529,FDV14,19.85,0.04458772,Dairy,86.9856,OUT045,2002,1794.331,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
13530,FDR07,21.35,0.077901576,Fruits and Vegetables,96.9094,OUT045,2002,1794.331,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
13531,FDB26,14.0,0.031316108,Canned,52.564,OUT049,1999,1794.331,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
13532,NCR50,20.2,0.011844058,Household,152.534,OUT045,2002,1794.331,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
13533,FDP01,20.75,0.063583911,Breakfast,153.7682,OUT018,2009,1794.331,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
13534,FDH57,10.895,0.035820019,Fruits and Vegetables,130.5284,OUT045,2002,1794.331,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
13535,FDM60,12.792854228644284,0.047910156,Baking Goods,39.8138,OUT027,1985,1794.331,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
13536,FDA45,21.25,0.13599203525,Snack Foods,174.537,OUT017,2007,1794.331,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
13537,FDU55,16.2,0.036114404,Fruits and Vegetables,258.8278,OUT017,2007,1794.331,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
13538,FDH40,11.6,0.078914647,Frozen Foods,83.1276,OUT035,2004,1794.331,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
13539,FDG40,12.792854228644284,0.06972729,Frozen Foods,33.2558,OUT019,1985,1794.331,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
13540,FDT12,6.215,0.04969885,Baking Goods,223.9062,OUT049,1999,1794.331,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
13541,DRL59,16.75,0.021267169,Hard Drinks,53.2298,OUT045,2002,1794.331,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
13542,FDT47,5.26,0.024608674,Breads,98.8068,OUT018,2009,1794.331,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
13543,FDI60,7.22,0.038537981,Baking Goods,64.951,OUT017,2007,1794.331,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
13544,DRF51,12.792854228644284,0.165035146,Dairy,37.6506,OUT027,1985,1794.331,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
13545,NCK31,10.895,0.027089826,Others,50.6666,OUT049,1999,1794.331,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
13546,FDB08,6.055,0.031166435,Fruits and Vegetables,160.1578,OUT045,2002,1794.331,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
13547,FDM44,12.5,0.031043803,Fruits and Vegetables,101.799,OUT035,2004,1794.331,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
13548,FDD46,6.035,0.141831427,Snack Foods,152.4998,OUT018,2009,1794.331,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
13549,FDR27,12.792854228644284,0.168259451,Meat,130.4942,OUT019,1985,1794.331,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
13550,FDV56,16.1,0.022756451,Fruits and Vegetables,108.8596,OUT010,1998,1794.331,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0
13551,FDM02,12.5,0.073849696,Canned,86.3198,OUT049,1999,1794.331,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
13552,FDU45,15.6,0.035650779,Snack Foods,112.9518,OUT018,2009,1794.331,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
13553,FDZ10,17.85,0.044714995,Snack Foods,125.402,OUT017,2007,1794.331,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
13554,NCK31,10.895,0.045272429,Others,50.2666,OUT010,1998,1794.331,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1
13555,FDR27,15.1,0.09608226,Meat,134.2942,OUT035,2004,1794.331,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
13556,FDF33,7.97,0.021517566,Seafood,108.2596,OUT013,1987,1794.331,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
13557,FDJ36,14.5,0.128260071,Baking Goods,104.1332,OUT046,1997,1794.331,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
13558,FDP33,18.7,0.089411048,Snack Foods,254.8672,OUT049,1999,1794.331,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
13559,FDG17,6.865,0.035840212,Frozen Foods,245.0486,OUT046,1997,1794.331,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
13560,FDG47,12.792854228644284,0.069281708,Starchy Foods,263.5252,OUT027,1985,1794.331,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
13561,NCW29,14.0,0.028862957,Health and Hygiene,128.431,OUT046,1997,1794.331,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
13562,DRH59,10.8,0.058763973,Hard Drinks,72.238,OUT017,2007,1794.331,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
13563,FDR32,6.78,0.086293322,Fruits and Vegetables,229.3694,OUT017,2007,1794.331,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
13564,FDP48,7.52,0.044014888,Baking Goods,181.795,OUT035,2004,1794.331,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
13565,FDG17,6.865,0.035833435,Frozen Foods,244.7486,OUT035,2004,1794.331,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
13566,DRJ59,11.65,0.01948183,Hard Drinks,40.1164,OUT017,2007,1794.331,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
13567,FDY48,12.792854228644284,0.023619935,Baking Goods,103.3332,OUT027,1985,1794.331,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
13568,FDB02,9.695,0.029164278,Canned,175.237,OUT046,1997,1794.331,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
13569,FDN10,12.792854228644284,0.080756828,Snack Foods,118.0124,OUT019,1985,1794.331,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
13570,NCD55,14.0,0.024326578,Household,41.9454,OUT035,2004,1794.331,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
13571,FDX34,6.195,0.071925626,Snack Foods,121.9098,OUT013,1987,1794.331,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
13572,FDZ38,17.6,0.008017245,Dairy,170.8422,OUT045,2002,1794.331,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
13573,DRF37,17.25,0.084463753,Soft Drinks,262.291,OUT049,1999,1794.331,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
13574,DRL47,12.792854228644284,0.067823104,Hard Drinks,124.6362,OUT019,1985,1794.331,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0
13575,FDL27,6.17,0.010254652111111111,Meat,64.0826,OUT035,2004,1794.331,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
13576,NCP53,14.75,0.032884127,Health and Hygiene,236.5906,OUT035,2004,1794.331,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
13577,FDT03,12.792854228644284,0.017506543,Meat,184.0608,OUT019,1985,1794.331,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
13578,FDJ28,12.3,0.021856851,Frozen Foods,191.8162,OUT035,2004,1794.331,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
13579,FDF40,20.25,0.022603838,Dairy,248.1092,OUT018,2009,1794.331,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
13580,FDA32,14.0,0.030088502,Fruits and Vegetables,216.6192,OUT035,2004,1794.331,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
13581,NCP02,7.105,0.045062219,Household,58.4562,OUT017,2007,1794.331,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
13582,FDZ31,15.35,0.11344683,Fruits and Vegetables,193.7504,OUT045,2002,1794.331,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
13583,NCQ29,12.0,0.104143397,Health and Hygiene,262.2278,OUT013,1987,1794.331,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
13584,FDP57,17.5,0.087780702,Snack Foods,105.099,OUT010,1998,1794.331,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
13585,FDL32,12.792854228644284,0.121873881,Fruits and Vegetables,113.1544,OUT027,1985,1794.331,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
13586,DRB01,7.39,0.07973602675,Soft Drinks,191.753,OUT035,2004,1794.331,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
13587,FDJ40,13.6,0.049589259,Frozen Foods,109.7912,OUT046,1997,1794.331,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
13588,FDO24,11.1,0.176933493,Baking Goods,159.1604,OUT018,2009,1794.331,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
13589,FDO11,8.0,0.030388183,Breads,247.8092,OUT018,2009,1794.331,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
13590,FDA56,9.21,0.008763128,Fruits and Vegetables,120.2414,OUT035,2004,1794.331,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
13591,FDF02,16.2,0.103683012,Canned,105.099,OUT045,2002,1794.331,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
13592,FDA10,20.35,0.141697997,Snack Foods,122.5072,OUT013,1987,1794.331,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
13593,NCI55,18.6,0.012725138,Household,121.8414,OUT017,2007,1794.331,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
13594,FDZ40,8.935,0.067257683,Frozen Foods,53.3298,OUT010,1998,1794.331,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
13595,FDV08,7.35,0.028639386,Fruits and Vegetables,41.7454,OUT049,1999,1794.331,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
13596,FDN48,13.35,0.064896679,Baking Goods,90.0804,OUT013,1987,1794.331,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
13597,FDU57,8.27,0.090060741,Snack Foods,150.3708,OUT017,2007,1794.331,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
13598,DRF49,7.27,0.071018789,Soft Drinks,114.4518,OUT013,1987,1794.331,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
13599,FDS02,10.195,0.145839766,Dairy,194.9794,OUT035,2004,1794.331,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
13600,FDS43,11.65,0.040514888,Fruits and Vegetables,186.524,OUT046,1997,1794.331,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
13601,FDT16,9.895,0.048621862,Frozen Foods,259.1278,OUT013,1987,1794.331,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
13602,FDX19,12.792854228644284,0.096265377,Fruits and Vegetables,233.7958,OUT027,1985,1794.331,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
13603,FDK15,10.8,0.098413825,Meat,98.8042,OUT046,1997,1794.331,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
13604,DRA12,11.6,0.041009558,Soft Drinks,141.0154,OUT049,1999,1794.331,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
13605,FDY35,17.6,0.01611834,Breads,45.2402,OUT017,2007,1794.331,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
13606,NCU42,9.0,0.019490421,Household,169.3474,OUT013,1987,1794.331,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
13607,FDD26,8.71,0.072095416,Canned,184.7924,OUT013,1987,1794.331,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
13608,FDR11,10.5,0.143118865,Breads,160.8578,OUT018,2009,1794.331,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
13609,NCP53,14.75,0.032957049,Health and Hygiene,239.1906,OUT045,2002,1794.331,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
13610,FDP34,12.85,0.13750615,Snack Foods,156.863,OUT045,2002,1794.331,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
13611,NCV41,12.792854228644284,0.029832699,Health and Hygiene,109.7228,OUT019,1985,1794.331,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1
13612,FDN20,19.35,0.026288547,Fruits and Vegetables,167.0474,OUT018,2009,1794.331,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
13613,FDZ16,16.85,0.1666983339,Frozen Foods,193.2478,OUT018,2009,1794.331,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
13614,FDZ28,20.0,0.051572555,Frozen Foods,126.9678,OUT049,1999,1794.331,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
13615,NCL55,12.15,0.064606878,Others,253.604,OUT013,1987,1794.331,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
13616,NCJ17,7.68,0.152556491,Health and Hygiene,85.1224,OUT046,1997,1794.331,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
13617,FDT37,14.15,0.0332600742,Canned,255.8014,OUT046,1997,1794.331,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
13618,FDV51,16.35,0.032589486,Meat,167.7842,OUT049,1999,1794.331,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
13619,FDZ28,20.0,0.051482762,Frozen Foods,128.8678,OUT035,2004,1794.331,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
13620,FDN27,20.85,0.039529574,Meat,117.7808,OUT013,1987,1794.331,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
13621,FDS14,12.792854228644284,0.087480308,Dairy,158.3288,OUT019,1985,1794.331,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
13622,FDZ58,17.85,0.052282677,Snack Foods,122.5072,OUT045,2002,1794.331,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
13623,FDD46,6.035,0.14125601,Snack Foods,155.3998,OUT046,1997,1794.331,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
13624,FDJ03,12.35,0.072381223,Dairy,48.4692,OUT035,2004,1794.331,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
13625,FDU03,18.7,0.153282667,Meat,180.4292,OUT010,1998,1794.331,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0
13626,FDA33,12.792854228644284,0.033735736,Snack Foods,148.5076,OUT027,1985,1794.331,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
13627,NCW53,18.35,0.030489311,Health and Hygiene,191.1162,OUT035,2004,1794.331,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
13628,NCC55,10.695,0.064123807,Household,36.9848,OUT017,2007,1794.331,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
13629,FDP52,12.792854228644284,0.123772093,Frozen Foods,229.801,OUT019,1985,1794.331,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
13630,FDE39,7.89,0.036190683,Dairy,120.4782,OUT049,1999,1794.331,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
13631,FDB44,6.655,0.016955625,Fruits and Vegetables,210.4586,OUT035,2004,1794.331,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
13632,FDG59,15.85,0.042077578,Starchy Foods,37.5164,OUT013,1987,1794.331,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
13633,FDI05,8.35,0.12676414,Frozen Foods,74.2354,OUT013,1987,1794.331,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
13634,FDF59,12.5,0.071388493,Starchy Foods,128.302,OUT045,2002,1794.331,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
13635,FDM39,12.792854228644284,0.093620227,Dairy,180.3002,OUT019,1985,1794.331,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
13636,FDB14,20.25,0.102638435,Canned,91.212,OUT013,1987,1794.331,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
13637,NCS05,12.792854228644284,0.036729896,Health and Hygiene,134.3942,OUT019,1985,1794.331,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1
13638,DRJ35,10.1,0.046679027,Hard Drinks,61.9878,OUT045,2002,1794.331,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
13639,FDO31,12.792854228644284,0.050744935,Fruits and Vegetables,79.496,OUT019,1985,1794.331,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
13640,FDA31,7.1,0.110011687,Fruits and Vegetables,173.608,OUT046,1997,1794.331,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
13641,FDX40,12.85,0.099147047,Frozen Foods,38.4164,OUT049,1999,1794.331,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
13642,FDW56,7.68,0.07104407,Fruits and Vegetables,191.9162,OUT045,2002,1794.331,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
13643,FDH09,12.6,0.05630601,Seafood,51.3982,OUT018,2009,1794.331,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
13644,FDA52,12.792854228644284,0.224850832,Frozen Foods,176.437,OUT019,1985,1794.331,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
13645,FDF20,12.792854228644284,0.058164228,Fruits and Vegetables,197.8768,OUT019,1985,1794.331,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
13646,FDE40,15.6,0.09914376,Dairy,61.3194,OUT046,1997,1794.331,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
13647,NCU17,5.32,0.092883309,Health and Hygiene,100.1674,OUT046,1997,1794.331,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
13648,NCP14,8.275,0.110268903,Household,106.3306,OUT035,2004,1794.331,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
13649,FDN25,12.792854228644284,0.06087929,Breakfast,56.1588,OUT027,1985,1794.331,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
13650,FDU39,18.85,0.036093981,Meat,59.2562,OUT049,1999,1794.331,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
13651,NCM05,6.825,0.060185494,Health and Hygiene,264.9226,OUT017,2007,1794.331,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
13652,FDU07,11.1,0.060185494,Fruits and Vegetables,149.6366,OUT017,2007,1794.331,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
13653,FDF28,15.7,0.037923591,Frozen Foods,126.2046,OUT049,1999,1794.331,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
13654,FDR57,5.675,0.023533498,Snack Foods,158.7288,OUT049,1999,1794.331,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
13655,FDJ33,8.895,0.088248679,Snack Foods,123.273,OUT013,1987,1794.331,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
13656,DRH23,14.65,0.170286046,Hard Drinks,55.6614,OUT035,2004,1794.331,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
13657,FDQ52,17.0,0.119384984,Frozen Foods,249.1434,OUT046,1997,1794.331,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
13658,DRK13,11.8,0.115145802,Soft Drinks,197.4084,OUT035,2004,1794.331,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
13659,FDP09,19.75,0.033889856,Snack Foods,211.8902,OUT046,1997,1794.331,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
13660,FDR08,12.792854228644284,0.03648998025,Fruits and Vegetables,109.4886,OUT027,1985,1794.331,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
13661,FDV50,14.3,0.122819787,Dairy,122.473,OUT045,2002,1794.331,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
13662,FDT13,14.85,0.018600515,Canned,189.8214,OUT049,1999,1794.331,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
13663,FDJ27,12.792854228644284,0.121285843,Meat,100.8674,OUT027,1985,1794.331,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
13664,FDH21,10.395,0.031225013,Seafood,156.9604,OUT046,1997,1794.331,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
13665,FDW14,12.792854228644284,0.038026496,Dairy,87.8198,OUT027,1985,1794.331,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
13666,FDL52,6.635,0.046161862,Frozen Foods,39.4506,OUT049,1999,1794.331,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
13667,FDW28,18.25,0.089326677,Frozen Foods,196.7452,OUT017,2007,1794.331,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
13668,FDL40,17.7,0.011631211,Frozen Foods,97.241,OUT049,1999,1794.331,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
13669,FDE24,14.85,0.093462623,Baking Goods,141.9812,OUT046,1997,1794.331,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
13670,FDX35,5.035,0.080034782,Breads,227.9036,OUT049,1999,1794.331,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
13671,FDP46,15.35,0.075037671,Snack Foods,88.383,OUT017,2007,1794.331,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
13672,FDX56,17.1,0.074209668,Fruits and Vegetables,206.3638,OUT045,2002,1794.331,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
13673,FDQ45,9.5,0.010934025,Snack Foods,185.3608,OUT049,1999,1794.331,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
13674,FDK50,12.792854228644284,0.028225853,Canned,161.0894,OUT027,1985,1794.331,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
13675,FDY26,20.6,0.030572402,Dairy,211.2244,OUT045,2002,1794.331,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
13676,FDQ09,7.235,0.058461026,Snack Foods,114.2834,OUT017,2007,1794.331,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
13677,FDN39,19.35,0.048619719666666665,Meat,168.8816,OUT049,1999,1794.331,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
13678,FDP13,8.1,0.135083344,Canned,40.848,OUT017,2007,1794.331,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
13679,FDR51,9.035,0.14885501857142858,Meat,149.9708,OUT013,1987,1794.331,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
13680,FDZ49,11.0,0.222858466,Canned,218.9798,OUT010,1998,1794.331,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0
13681,FDL28,10.0,0.0634319,Frozen Foods,230.1668,OUT018,2009,1794.331,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
13682,FDZ10,17.85,0.044455084,Snack Foods,125.602,OUT035,2004,1794.331,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
13683,FDK38,6.65,0.053245569,Canned,148.0734,OUT013,1987,1794.331,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
13684,DRL49,12.792854228644284,0.056155764,Soft Drinks,143.0812,OUT027,1985,1794.331,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
13685,FDR15,9.3,0.033410165,Meat,153.3314,OUT013,1987,1794.331,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
13686,FDQ24,15.7,0.073652769,Baking Goods,251.7724,OUT035,2004,1794.331,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
13687,FDD56,15.2,0.103691909,Fruits and Vegetables,176.7054,OUT013,1987,1794.331,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
13688,NCR42,9.105,0.0401447426,Household,32.59,OUT046,1997,1794.331,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
13689,FDH52,9.42,0.043992138,Frozen Foods,63.3194,OUT045,2002,1794.331,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
13690,FDH57,12.792854228644284,0.062589297,Fruits and Vegetables,130.5284,OUT019,1985,1794.331,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
13691,FDR15,9.3,0.055968342,Meat,156.7314,OUT010,1998,1794.331,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0
13692,FDJ34,11.8,0.093638018,Snack Foods,125.2704,OUT035,2004,1794.331,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
13693,FDW37,19.2,0.124026934,Canned,92.4488,OUT035,2004,1794.331,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
13694,FDQ23,6.55,0.024625736,Breads,101.3332,OUT018,2009,1794.331,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
13695,FDP34,12.85,0.13711365,Snack Foods,158.263,OUT013,1987,1794.331,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
13696,FDE04,12.792854228644284,0.017935792,Frozen Foods,180.966,OUT027,1985,1794.331,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
13697,FDC48,9.195,0.015891457,Baking Goods,80.7592,OUT045,2002,1794.331,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
13698,FDA47,12.792854228644284,0.204280754,Baking Goods,162.221,OUT019,1985,1794.331,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
13699,FDI35,14.0,0.041459372,Starchy Foods,179.9634,OUT018,2009,1794.331,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
13700,NCV05,10.1,0.030183371,Health and Hygiene,156.1656,OUT013,1987,1794.331,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
13701,FDR28,13.85,0.025949003,Frozen Foods,161.921,OUT045,2002,1794.331,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
13702,FDH31,12.0,0.0142914676,Meat,98.4042,OUT017,2007,1794.331,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
13703,FDP59,12.792854228644284,0.098864176,Breads,104.0648,OUT019,1985,1794.331,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
13704,FDS19,13.8,0.06446883,Fruits and Vegetables,76.5012,OUT018,2009,1794.331,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
13705,FDM60,10.8,0.048240928,Baking Goods,41.0138,OUT045,2002,1794.331,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
13706,FDJ44,12.3,0.106760383,Fruits and Vegetables,173.2396,OUT018,2009,1794.331,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
13707,DRH51,17.6,0.097766473,Dairy,86.6856,OUT017,2007,1794.331,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
13708,DRC25,5.73,0.045628497,Soft Drinks,85.1882,OUT017,2007,1794.331,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
13709,DRE25,15.35,0.073222209,Soft Drinks,93.312,OUT013,1987,1794.331,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
13710,NCX05,15.2,0.097212998,Health and Hygiene,114.9492,OUT049,1999,1794.331,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
13711,FDR11,10.5,0.143344479,Breads,158.4578,OUT017,2007,1794.331,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
